Age,Gender,Education,Person Income,Employee Experience,Home Ownership,Loan Amount,Loan Intent,Loan interest Rate,Loan percentage,Credit History,Credit Score,Is Rejected
32,male,Bachelor,130347,9,RENT,6125,PERSONAL,5.99,0.05,5,701,1
34,female,High School,62240,10,MORTGAGE,6400,PERSONAL,11.01,0.1,6,668,0
33,female,Associate,54740,14,MORTGAGE,10800,HOMEIMPROVEMENT,7.51,0.2,8,617,1
32,male,High School,15154,9,RENT,6200,EDUCATION,6.17,0.41,9,571,1
35,male,Master,30867,13,RENT,6200,DEBTCONSOLIDATION,11.01,0.2,5,656,0
27,male,Associate,62264,6,MORTGAGE,7000,EDUCATION,7.49,0.11,6,679,0
33,female,High School,55079,11,MORTGAGE,8000,HOMEIMPROVEMENT,16.49,0.15,6,503,1
31,female,High School,73109,10,RENT,6200,MEDICAL,8.59,0.08,7,657,0
31,female,Associate,25722,9,RENT,6225,MEDICAL,9.76,0.24,9,667,1
27,male,Master,63279,6,RENT,6225,PERSONAL,14.35,0.1,7,704,0
29,female,Associate,22734,8,RENT,6250,HOMEIMPROVEMENT,9.99,0.27,6,591,1
27,female,High School,28839,8,RENT,6250,MEDICAL,10.38,0.22,6,677,0
30,female,Associate,62313,12,MORTGAGE,15000,DEBTCONSOLIDATION,12.73,0.24,5,596,0
27,male,Associate,62596,6,OWN,3500,HOMEIMPROVEMENT,7.88,0.06,5,623,0
28,female,Associate,60933,5,RENT,7000,HOMEIMPROVEMENT,14.27,0.11,9,639,1
30,female,High School,55413,5,MORTGAGE,10000,PERSONAL,14.74,0.18,6,630,1
29,female,Bachelor,54777,9,MORTGAGE,6000,MEDICAL,16.49,0.11,10,680,1
31,male,Bachelor,62336,9,OWN,5000,MEDICAL,11.97,0.08,9,667,0
27,female,High School,62817,8,OWN,8000,PERSONAL,10.62,0.13,7,576,0
30,female,Bachelor,68684,8,RENT,7000,DEBTCONSOLIDATION,11.49,0.1,9,680,1
29,male,Associate,68935,11,RENT,7000,MEDICAL,11.01,0.1,8,664,1
27,female,High School,63003,5,MORTGAGE,6000,MEDICAL,8.9,0.1,9,593,0
29,female,Associate,77953,9,RENT,7000,DEBTCONSOLIDATION,7.51,0.09,6,619,0
30,male,Associate,79284,10,RENT,7000,DEBTCONSOLIDATION,13.49,0.09,8,609,0
28,female,Bachelor,78731,8,RENT,7000,HOMEIMPROVEMENT,8.49,0.09,6,676,0
27,male,Associate,78922,2,RENT,7000,PERSONAL,16.82,0.09,9,650,0
30,male,Master,63265,10,MORTGAGE,3200,VENTURE,6.99,0.05,10,647,0
28,male,High School,74360,6,RENT,7000,DEBTCONSOLIDATION,12.98,0.09,8,640,1
27,male,Bachelor,63092,2,OWN,9600,DEBTCONSOLIDATION,14.09,0.15,9,698,0
33,female,Associate,83144,7,RENT,7000,MEDICAL,8.0,0.08,6,616,0
29,male,Bachelor,88421,6,RENT,7000,PERSONAL,7.29,0.08,5,550,0
31,male,Associate,88846,11,RENT,7000,VENTURE,7.9,0.08,7,674,0
28,male,Bachelor,63464,4,OWN,14000,HOMEIMPROVEMENT,12.42,0.22,10,721,0
33,male,Bachelor,74398,11,RENT,7000,MEDICAL,14.96,0.09,8,693,1
32,female,Associate,63580,10,MORTGAGE,20000,HOMEIMPROVEMENT,11.01,0.31,9,637,0
33,female,Associate,55876,11,MORTGAGE,14300,PERSONAL,9.91,0.26,6,711,1
28,female,High School,63161,5,MORTGAGE,6000,MEDICAL,11.01,0.09,5,654,0
31,male,Doctorate,36534,7,RENT,6250,DEBTCONSOLIDATION,14.96,0.17,7,692,1
29,female,Associate,63714,5,MORTGAGE,5000,MEDICAL,5.42,0.08,7,678,0
28,female,Associate,109137,5,RENT,7000,DEBTCONSOLIDATION,12.87,0.06,10,673,0
35,male,Master,108788,13,RENT,7000,MEDICAL,8.59,0.06,10,729,0
31,female,Associate,56589,8,MORTGAGE,8000,EDUCATION,13.49,0.14,5,602,1
33,male,Associate,113627,10,RENT,7000,HOMEIMPROVEMENT,11.49,0.06,10,685,0
31,male,High School,63611,7,MORTGAGE,10000,EDUCATION,8.49,0.16,5,656,0
28,male,Associate,63319,5,MORTGAGE,2800,HOMEIMPROVEMENT,10.99,0.04,8,692,0
30,female,Master,63293,9,MORTGAGE,4200,EDUCATION,11.01,0.07,6,716,0
28,male,Bachelor,135472,5,RENT,7000,MEDICAL,11.66,0.05,7,667,0
32,male,Bachelor,130513,6,RENT,7000,HOMEIMPROVEMENT,16.29,0.05,6,669,1
30,male,Bachelor,130779,10,RENT,7000,EDUCATION,14.42,0.05,8,592,1
31,female,Bachelor,148537,9,RENT,7000,VENTURE,8.49,0.05,10,648,0
29,male,High School,63468,10,MORTGAGE,7800,MEDICAL,10.36,0.12,9,679,0
35,female,High School,262431,13,RENT,7000,DEBTCONSOLIDATION,14.11,0.03,9,479,1
27,male,High School,63225,2,MORTGAGE,1800,VENTURE,12.98,0.03,8,650,0
27,male,Associate,39652,5,RENT,6300,EDUCATION,16.45,0.16,6,610,1
29,female,Bachelor,66418,8,RENT,6300,VENTURE,10.75,0.09,10,572,0
29,female,Master,56231,8,MORTGAGE,4800,HOMEIMPROVEMENT,11.86,0.09,9,534,1
29,female,Associate,63715,4,OWN,1000,VENTURE,13.23,0.02,8,590,0
28,male,Bachelor,63263,7,MORTGAGE,13600,EDUCATION,7.88,0.21,7,674,0
27,female,Bachelor,21231,1,RENT,6500,DEBTCONSOLIDATION,11.99,0.31,8,476,1
27,male,Bachelor,24988,6,RENT,6500,PERSONAL,15.65,0.26,8,621,1
33,male,High School,26111,11,RENT,6500,PERSONAL,7.66,0.25,6,653,1
33,male,Bachelor,26898,12,RENT,6500,EDUCATION,11.01,0.24,10,642,0
27,male,High School,27386,3,RENT,6500,VENTURE,16.35,0.24,7,683,1
30,male,Doctorate,28597,5,RENT,6500,PERSONAL,14.72,0.23,10,726,0
30,female,Associate,63301,12,MORTGAGE,5500,PERSONAL,14.96,0.09,10,568,0
27,male,Master,35674,0,RENT,6500,EDUCATION,14.11,0.18,8,583,1
30,male,Bachelor,37188,9,RENT,6500,HOMEIMPROVEMENT,15.65,0.17,6,659,1
30,male,Bachelor,46236,9,RENT,6500,EDUCATION,7.14,0.14,9,656,0
27,male,Bachelor,56578,3,MORTGAGE,4000,PERSONAL,12.53,0.07,9,625,1
31,female,Associate,63266,12,MORTGAGE,15200,PERSONAL,12.21,0.24,8,599,0
28,female,Bachelor,47987,5,RENT,6500,VENTURE,11.89,0.14,6,654,0
30,male,Bachelor,63456,9,MORTGAGE,5750,EDUCATION,13.79,0.09,10,705,0
27,female,Bachelor,56249,4,MORTGAGE,8725,EDUCATION,9.32,0.16,9,708,1
27,male,Master,63563,3,MORTGAGE,7000,HOMEIMPROVEMENT,11.89,0.11,8,675,0
30,female,Bachelor,63261,12,MORTGAGE,9000,PERSONAL,12.49,0.14,6,661,0
34,female,Associate,44802,11,RENT,6500,DEBTCONSOLIDATION,15.65,0.15,10,625,1
29,female,Master,61205,6,RENT,6500,MEDICAL,15.96,0.11,7,607,0
32,female,Associate,61356,8,RENT,6500,VENTURE,16.32,0.11,10,692,0
31,female,Master,61123,6,RENT,6500,DEBTCONSOLIDATION,9.38,0.11,5,602,0
32,female,Master,63776,11,MORTGAGE,9500,DEBTCONSOLIDATION,6.92,0.15,7,689,0
33,male,Associate,65722,9,RENT,6500,DEBTCONSOLIDATION,14.96,0.1,7,687,1
29,male,Master,56721,3,MORTGAGE,11000,EDUCATION,12.99,0.19,6,637,1
28,female,High School,71520,5,RENT,6500,HOMEIMPROVEMENT,16.35,0.09,7,633,1
30,male,Master,81719,7,RENT,6500,HOMEIMPROVEMENT,8.94,0.08,7,689,0
27,male,High School,84420,6,RENT,6500,VENTURE,6.17,0.08,7,652,0
27,female,High School,64123,5,MORTGAGE,13000,VENTURE,11.01,0.2,10,611,0
28,male,High School,64623,5,MORTGAGE,4500,HOMEIMPROVEMENT,11.89,0.07,8,607,0
29,female,Bachelor,148624,7,RENT,6500,EDUCATION,11.01,0.04,10,716,0
29,female,Bachelor,39500,4,RENT,6525,MEDICAL,16.07,0.17,9,647,1
29,female,Master,36532,3,RENT,6550,VENTURE,7.9,0.18,10,613,0
27,female,Associate,37216,5,RENT,6575,PERSONAL,13.49,0.18,9,500,1
27,female,Bachelor,57203,3,MORTGAGE,8000,MEDICAL,15.7,0.14,8,671,1
31,female,Associate,32681,10,RENT,6600,MEDICAL,11.01,0.2,6,661,0
28,female,Master,64302,5,MORTGAGE,14500,MEDICAL,7.29,0.23,7,680,0
29,female,Master,64122,4,MORTGAGE,12250,VENTURE,6.62,0.19,6,634,0
29,male,Associate,36514,5,RENT,6600,MEDICAL,15.33,0.18,8,694,1
31,male,Master,37325,10,RENT,6600,EDUCATION,16.49,0.18,8,707,1
28,male,Bachelor,64521,7,MORTGAGE,17050,HOMEIMPROVEMENT,12.42,0.26,7,629,0
31,female,Bachelor,47980,6,RENT,6600,MEDICAL,13.79,0.14,9,666,0
27,male,Master,49286,3,RENT,6600,VENTURE,11.14,0.13,7,674,0
27,male,Associate,60983,3,RENT,6600,VENTURE,8.0,0.11,7,679,0
33,female,Associate,31084,11,RENT,6625,HOMEIMPROVEMENT,12.69,0.21,9,566,1
28,female,High School,57535,1,MORTGAGE,6000,HOMEIMPROVEMENT,8.88,0.1,6,671,1
33,male,High School,64831,8,MORTGAGE,6000,MEDICAL,5.79,0.09,5,660,0
31,female,Associate,57367,12,MORTGAGE,23000,VENTURE,14.84,0.4,9,593,1
32,male,Master,35165,8,RENT,6700,VENTURE,10.37,0.19,9,674,0
29,female,Associate,64566,5,MORTGAGE,10750,DEBTCONSOLIDATION,13.11,0.17,7,628,0
30,male,High School,25048,9,RENT,6800,PERSONAL,12.84,0.27,6,640,1
32,male,Bachelor,27924,10,RENT,6800,DEBTCONSOLIDATION,11.01,0.24,8,586,0
27,female,Bachelor,57447,4,MORTGAGE,25000,DEBTCONSOLIDATION,14.96,0.44,9,662,1
27,male,Bachelor,57226,8,MORTGAGE,7750,DEBTCONSOLIDATION,11.01,0.14,7,663,1
31,female,Bachelor,61001,8,RENT,6800,EDUCATION,19.29,0.11,8,595,0
33,male,Bachelor,54974,8,RENT,6800,EDUCATION,11.22,0.12,6,627,1
31,male,Associate,64879,9,MORTGAGE,4550,VENTURE,11.03,0.07,6,716,0
28,male,Master,57026,4,MORTGAGE,10000,PERSONAL,13.61,0.18,6,649,1
29,male,Bachelor,64409,6,MORTGAGE,15000,HOMEIMPROVEMENT,9.63,0.23,10,662,0
32,male,Master,64801,10,MORTGAGE,5000,PERSONAL,11.01,0.08,8,610,0
35,male,Bachelor,36921,11,RENT,6475,EDUCATION,5.42,0.18,7,642,0
31,female,Master,65163,10,MORTGAGE,8250,HOMEIMPROVEMENT,5.99,0.13,9,655,0
27,male,High School,65318,6,MORTGAGE,4000,PERSONAL,9.99,0.06,6,562,0
32,female,Associate,64692,8,MORTGAGE,1400,VENTURE,10.99,0.02,6,630,0
35,female,Bachelor,65510,10,MORTGAGE,10000,MEDICAL,9.91,0.15,5,618,0
29,male,Bachelor,22367,10,RENT,6400,VENTURE,10.37,0.29,5,685,1
27,male,Master,58021,4,MORTGAGE,13000,MEDICAL,7.88,0.22,8,664,1
29,female,Associate,65280,8,MORTGAGE,11225,HOMEIMPROVEMENT,11.14,0.17,7,664,0
28,male,Associate,65219,6,MORTGAGE,7000,HOMEIMPROVEMENT,9.91,0.11,8,671,0
28,male,Master,39056,6,RENT,6400,VENTURE,16.82,0.16,5,710,1
29,female,Associate,39298,8,RENT,6400,EDUCATION,14.96,0.16,5,632,1
33,female,Bachelor,58788,12,MORTGAGE,7000,PERSONAL,12.42,0.12,5,501,1
27,male,Bachelor,65799,3,MORTGAGE,9000,MEDICAL,6.62,0.14,10,708,0
27,female,Associate,43339,6,RENT,6400,MEDICAL,7.74,0.15,5,637,0
30,female,Master,66217,10,MORTGAGE,10000,MEDICAL,7.9,0.15,10,685,0
28,male,Master,58551,8,MORTGAGE,5000,PERSONAL,15.27,0.09,5,714,1
34,female,Master,39724,13,RENT,6400,HOMEIMPROVEMENT,15.62,0.16,5,569,1
30,male,High School,65601,8,MORTGAGE,4000,HOMEIMPROVEMENT,6.03,0.06,5,627,0
32,male,Associate,49948,9,RENT,6400,MEDICAL,15.65,0.13,6,644,1
30,female,Associate,61145,7,RENT,6400,VENTURE,11.71,0.1,6,666,0
28,male,Master,65894,6,MORTGAGE,4150,MEDICAL,7.49,0.06,6,710,0
27,male,Associate,60737,6,RENT,6400,HOMEIMPROVEMENT,13.23,0.11,7,539,0
28,male,Bachelor,68125,7,RENT,6400,PERSONAL,7.29,0.09,9,670,0
34,female,High School,66062,8,MORTGAGE,3500,PERSONAL,5.99,0.05,6,674,0
32,female,Master,65436,10,MORTGAGE,3000,EDUCATION,11.01,0.05,7,684,0
32,male,High School,65683,8,MORTGAGE,10975,DEBTCONSOLIDATION,7.66,0.17,7,636,0
28,female,Bachelor,79251,5,RENT,6400,PERSONAL,12.87,0.08,10,656,1
33,male,Associate,80490,10,RENT,6400,VENTURE,14.96,0.08,7,649,1
35,male,Bachelor,83496,14,RENT,6400,DEBTCONSOLIDATION,16.77,0.08,8,667,1
32,male,Master,96804,8,RENT,6400,MEDICAL,10.99,0.07,10,654,0
32,male,High School,115199,11,RENT,6400,HOMEIMPROVEMENT,11.54,0.06,5,637,0
29,female,Bachelor,116474,3,RENT,6400,HOMEIMPROVEMENT,11.49,0.05,8,651,0
31,male,Associate,58339,9,MORTGAGE,5000,PERSONAL,10.36,0.09,5,647,1
31,male,High School,66087,6,MORTGAGE,6000,DEBTCONSOLIDATION,7.14,0.09,5,675,0
28,female,Associate,65954,2,MORTGAGE,1200,HOMEIMPROVEMENT,7.51,0.02,7,666,0
31,female,Bachelor,58639,6,MORTGAGE,8000,MEDICAL,7.14,0.14,8,668,1
30,female,High School,47834,8,RENT,6925,EDUCATION,7.88,0.14,9,695,0
28,male,Bachelor,65952,3,MORTGAGE,9250,EDUCATION,11.36,0.14,10,678,0
32,female,Master,52801,13,RENT,6950,MEDICAL,9.91,0.13,9,647,0
29,female,Bachelor,65856,4,MORTGAGE,5000,DEBTCONSOLIDATION,7.14,0.08,5,664,0
34,male,Bachelor,65603,8,OWN,5000,MEDICAL,10.62,0.08,7,591,0
35,female,Bachelor,31083,13,RENT,7000,PERSONAL,15.68,0.23,7,690,1
33,female,Master,65845,13,MORTGAGE,7500,VENTURE,13.22,0.11,10,727,0
27,female,Associate,65766,5,OWN,9600,HOMEIMPROVEMENT,12.18,0.15,8,683,0
28,male,Master,66104,7,MORTGAGE,10000,EDUCATION,8.59,0.15,8,675,0
30,female,Bachelor,34269,7,RENT,7000,PERSONAL,13.22,0.2,10,642,0
29,female,High School,65701,6,MORTGAGE,12000,DEBTCONSOLIDATION,9.32,0.18,7,657,0
32,female,Associate,65908,9,MORTGAGE,13000,VENTURE,12.53,0.2,10,580,0
32,female,Bachelor,35305,10,RENT,7000,MEDICAL,7.51,0.2,10,708,0
31,male,Master,36673,4,RENT,7000,EDUCATION,6.92,0.19,8,644,0
27,female,Master,36983,7,RENT,7000,MEDICAL,15.62,0.19,6,654,1
31,male,Associate,36794,11,RENT,7000,MEDICAL,11.99,0.19,8,620,0
33,male,High School,65579,11,MORTGAGE,3000,DEBTCONSOLIDATION,6.99,0.05,7,688,0
29,female,High School,36794,5,RENT,7000,MEDICAL,13.35,0.19,10,614,0
29,female,Bachelor,36982,4,RENT,7000,VENTURE,12.18,0.19,9,689,0
30,male,Bachelor,36826,9,RENT,7000,MEDICAL,11.01,0.19,8,657,0
27,female,Associate,38656,4,RENT,7000,PERSONAL,9.88,0.18,9,581,0
32,male,Bachelor,39437,6,RENT,7000,HOMEIMPROVEMENT,14.91,0.18,9,689,1
29,female,Bachelor,66622,9,MORTGAGE,6000,VENTURE,7.14,0.09,9,670,0
30,female,Bachelor,66572,8,MORTGAGE,2500,VENTURE,9.99,0.04,7,659,0
32,female,Bachelor,67069,8,MORTGAGE,7000,MEDICAL,6.92,0.1,8,717,0
31,female,Associate,44236,7,RENT,7000,EDUCATION,13.72,0.16,8,682,0
28,male,Associate,37639,5,RENT,7000,HOMEIMPROVEMENT,14.96,0.19,7,624,1
30,female,High School,37774,10,RENT,7000,HOMEIMPROVEMENT,11.01,0.19,5,591,1
30,male,Bachelor,59485,8,MORTGAGE,1200,EDUCATION,14.35,0.02,7,630,1
29,male,Associate,39781,6,RENT,7000,EDUCATION,14.65,0.18,10,630,1
31,female,Associate,47882,10,RENT,7000,PERSONAL,11.01,0.15,9,661,0
35,male,High School,40525,13,RENT,7000,EDUCATION,7.9,0.17,9,598,1
31,female,Bachelor,59727,9,MORTGAGE,8500,HOMEIMPROVEMENT,14.11,0.14,9,681,1
27,female,Master,67026,2,OWN,8000,HOMEIMPROVEMENT,14.11,0.12,9,676,0
29,male,Master,49021,9,RENT,7000,PERSONAL,9.32,0.14,6,724,0
28,male,Master,42168,0,RENT,7000,EDUCATION,13.49,0.17,5,636,1
35,male,High School,48905,13,RENT,7000,VENTURE,16.07,0.14,8,551,0
28,male,Bachelor,66637,4,MORTGAGE,20000,HOMEIMPROVEMENT,6.62,0.3,10,631,0
30,male,Associate,67112,7,MORTGAGE,11500,EDUCATION,7.9,0.17,9,683,0
27,male,Bachelor,43057,5,RENT,7000,VENTURE,14.91,0.16,8,686,1
29,female,Master,51077,7,RENT,7000,EDUCATION,5.79,0.14,10,682,0
28,male,Associate,51267,3,RENT,7000,VENTURE,11.11,0.14,6,633,0
33,male,Master,44098,9,RENT,7000,DEBTCONSOLIDATION,5.79,0.16,5,676,1
34,male,Bachelor,66746,8,MORTGAGE,7000,EDUCATION,13.49,0.1,10,679,0
27,male,Associate,67138,4,OWN,4500,EDUCATION,13.49,0.07,8,703,0
29,male,High School,67272,8,MORTGAGE,12625,VENTURE,7.9,0.19,6,568,0
30,male,Associate,67017,8,MORTGAGE,6500,PERSONAL,10.99,0.1,9,608,0
28,male,Bachelor,67116,8,MORTGAGE,2400,EDUCATION,11.01,0.04,8,665,0
28,male,Master,67123,8,OWN,20000,VENTURE,7.49,0.3,6,676,0
28,male,High School,59578,3,MORTGAGE,8025,VENTURE,11.01,0.13,7,604,1
30,male,High School,66297,9,MORTGAGE,6000,PERSONAL,12.99,0.09,6,681,0
28,male,Bachelor,66834,7,MORTGAGE,7000,MEDICAL,11.01,0.1,6,676,0
33,male,Master,66906,12,MORTGAGE,1775,MEDICAL,7.49,0.03,7,558,0
28,male,High School,55134,6,RENT,7000,MEDICAL,13.43,0.13,7,688,0
34,male,Bachelor,54739,8,RENT,7000,PERSONAL,11.86,0.13,8,708,0
33,male,Associate,55192,12,RENT,7000,VENTURE,10.38,0.13,8,691,0
27,male,Bachelor,48129,5,RENT,7000,PERSONAL,13.79,0.15,7,541,1
34,male,High School,56405,11,RENT,7000,MEDICAL,8.9,0.12,8,642,0
29,female,High School,67006,10,MORTGAGE,4000,MEDICAL,10.99,0.06,6,623,0
27,female,Bachelor,66887,0,MORTGAGE,11000,PERSONAL,7.49,0.16,10,601,0
29,female,Bachelor,48995,11,RENT,7000,DEBTCONSOLIDATION,14.91,0.14,9,707,1
32,male,High School,59964,10,MORTGAGE,11500,MEDICAL,10.99,0.19,9,636,1
35,male,Associate,66819,10,MORTGAGE,15000,PERSONAL,8.49,0.22,10,629,0
30,female,Bachelor,59871,8,MORTGAGE,16000,PERSONAL,13.49,0.27,7,603,1
29,female,Master,66868,3,MORTGAGE,8000,PERSONAL,10.0,0.12,6,565,0
30,female,Associate,61287,6,RENT,7000,DEBTCONSOLIDATION,14.65,0.11,9,653,0
28,female,Associate,61109,5,RENT,7000,VENTURE,6.92,0.11,9,658,0
29,female,Bachelor,61462,3,RENT,7000,DEBTCONSOLIDATION,6.17,0.11,8,625,0
29,female,Bachelor,66931,3,MORTGAGE,8000,MEDICAL,13.72,0.12,9,545,0
28,male,Master,63192,4,RENT,7000,HOMEIMPROVEMENT,11.99,0.11,8,645,0
28,female,Associate,63289,0,RENT,7000,DEBTCONSOLIDATION,11.01,0.11,9,588,0
27,female,Associate,67121,6,MORTGAGE,9600,MEDICAL,9.62,0.14,9,629,0
31,female,Associate,63400,10,RENT,7000,HOMEIMPROVEMENT,7.49,0.11,7,652,0
31,female,High School,67041,12,MORTGAGE,6250,DEBTCONSOLIDATION,9.99,0.09,9,695,0
27,male,Master,64830,7,RENT,7000,MEDICAL,10.37,0.11,6,629,0
27,female,Bachelor,67025,3,MORTGAGE,7000,VENTURE,11.01,0.1,7,594,0
28,female,Bachelor,58458,2,RENT,7000,HOMEIMPROVEMENT,12.68,0.12,10,638,1
30,male,Associate,66870,9,MORTGAGE,12000,DEBTCONSOLIDATION,10.38,0.18,8,578,0
29,female,Bachelor,103056,6,RENT,7000,EDUCATION,6.92,0.07,8,577,0
35,female,Associate,108914,9,RENT,7000,PERSONAL,11.71,0.06,9,654,0
32,male,Associate,67118,13,MORTGAGE,6500,HOMEIMPROVEMENT,13.98,0.1,10,675,0
28,male,Bachelor,60062,5,MORTGAGE,19750,HOMEIMPROVEMENT,15.58,0.33,9,693,1
32,female,Associate,49279,7,RENT,7175,EDUCATION,12.99,0.15,7,651,0
31,male,Associate,67138,6,MORTGAGE,4500,VENTURE,7.14,0.07,6,627,0
35,female,Bachelor,21675,16,RENT,7200,VENTURE,12.36,0.33,8,656,1
27,female,Associate,22698,4,RENT,7200,VENTURE,7.49,0.32,9,690,1
31,female,Master,67104,11,OWN,8000,PERSONAL,7.51,0.12,8,670,0
29,male,Master,32839,5,RENT,7200,MEDICAL,7.49,0.22,10,573,0
34,female,Associate,35296,13,RENT,7200,EDUCATION,11.99,0.2,10,644,1
27,female,Master,35931,3,RENT,7200,MEDICAL,13.11,0.2,6,733,0
31,female,Bachelor,37157,7,RENT,7200,PERSONAL,15.96,0.19,6,665,0
33,female,Master,37185,11,RENT,7200,PERSONAL,12.69,0.19,10,670,1
31,female,Bachelor,36894,9,RENT,7200,HOMEIMPROVEMENT,11.01,0.2,10,664,1
29,female,Associate,38356,8,RENT,7200,PERSONAL,11.03,0.19,8,658,1
29,male,High School,40456,8,RENT,7200,EDUCATION,11.71,0.18,10,610,1
32,male,Associate,46597,9,RENT,7200,EDUCATION,10.08,0.15,7,665,0
27,male,Master,49032,4,RENT,7200,VENTURE,13.22,0.15,6,628,0
31,female,Master,48825,7,RENT,7200,EDUCATION,9.63,0.15,8,690,0
28,female,Doctorate,66906,9,MORTGAGE,10650,VENTURE,11.58,0.16,8,731,0
34,female,High School,43400,10,RENT,7200,MEDICAL,14.84,0.17,10,654,1
30,female,Bachelor,51802,11,RENT,7200,MEDICAL,10.99,0.14,6,690,0
27,male,Bachelor,51605,9,RENT,7200,DEBTCONSOLIDATION,10.59,0.14,6,603,0
27,female,Associate,47687,2,RENT,7200,DEBTCONSOLIDATION,10.65,0.15,5,551,1
28,male,Bachelor,67072,8,MORTGAGE,18000,EDUCATION,14.11,0.27,5,614,0
34,male,Bachelor,48069,11,RENT,7200,HOMEIMPROVEMENT,11.71,0.15,5,719,1
30,female,Associate,58818,10,RENT,7200,EDUCATION,10.39,0.12,8,619,0
33,male,Associate,59643,10,RENT,7200,MEDICAL,12.42,0.12,7,614,0
35,male,Master,61032,16,RENT,7200,VENTURE,11.99,0.12,9,693,0
27,female,Bachelor,67048,2,MORTGAGE,7500,VENTURE,12.22,0.11,6,639,0
30,male,Associate,66818,4,MORTGAGE,12000,EDUCATION,13.55,0.18,5,610,0
27,male,Master,60000,4,MORTGAGE,15000,PERSONAL,9.76,0.25,7,719,1
27,female,High School,66987,7,MORTGAGE,10000,HOMEIMPROVEMENT,13.49,0.15,8,701,0
28,male,Associate,72827,6,RENT,7200,HOMEIMPROVEMENT,5.42,0.1,7,649,0
27,female,High School,72891,4,RENT,7200,HOMEIMPROVEMENT,7.74,0.1,10,561,0
27,female,Associate,60036,5,MORTGAGE,7500,DEBTCONSOLIDATION,16.32,0.12,7,697,1
27,male,Associate,67192,5,OWN,4000,EDUCATION,11.01,0.06,10,638,0
29,female,Bachelor,78953,6,RENT,7200,MEDICAL,11.12,0.09,8,625,0
34,female,Master,82603,11,RENT,7200,PERSONAL,11.01,0.09,9,656,0
27,female,Associate,60429,4,MORTGAGE,4750,VENTURE,15.27,0.08,7,649,1
27,female,Bachelor,67593,3,MORTGAGE,2000,MEDICAL,7.51,0.03,9,669,0
27,female,Master,67842,6,OWN,4200,EDUCATION,10.37,0.06,9,576,0
27,male,Master,100170,2,RENT,7200,DEBTCONSOLIDATION,14.22,0.07,9,634,0
31,male,Master,67747,6,MORTGAGE,4000,VENTURE,12.73,0.06,7,623,0
30,female,Master,67583,6,MORTGAGE,5200,EDUCATION,12.69,0.08,9,687,0
32,male,High School,102847,12,RENT,7200,EDUCATION,11.58,0.07,10,688,0
30,male,Doctorate,60792,7,MORTGAGE,6000,MEDICAL,14.54,0.1,6,591,1
29,male,High School,107680,8,RENT,7200,PERSONAL,11.01,0.07,10,611,0
28,male,Bachelor,108872,7,RENT,7200,VENTURE,5.42,0.07,5,684,0
33,female,Bachelor,113678,8,RENT,7200,VENTURE,11.01,0.06,6,668,0
27,female,Doctorate,119569,3,RENT,7200,HOMEIMPROVEMENT,14.35,0.06,6,720,0
27,male,High School,68065,3,OWN,1000,VENTURE,14.65,0.01,8,612,0
27,female,High School,145138,5,RENT,7200,DEBTCONSOLIDATION,7.29,0.05,10,605,0
33,female,Master,67932,10,MORTGAGE,12000,MEDICAL,6.62,0.18,6,709,0
30,male,Associate,25995,6,RENT,7250,MEDICAL,8.0,0.28,10,578,1
27,female,High School,61020,6,RENT,7300,MEDICAL,7.29,0.12,9,638,0
33,female,Associate,60947,7,MORTGAGE,10000,DEBTCONSOLIDATION,16.89,0.16,7,668,1
30,male,Bachelor,139230,6,RENT,7300,DEBTCONSOLIDATION,10.25,0.05,9,650,0
28,female,Associate,55130,2,RENT,7350,EDUCATION,7.49,0.13,10,593,0
32,male,Master,37996,7,RENT,7400,HOMEIMPROVEMENT,16.77,0.19,9,594,1
35,female,Associate,68310,7,MORTGAGE,12000,DEBTCONSOLIDATION,11.01,0.18,8,672,0
32,female,Bachelor,67939,7,MORTGAGE,3000,EDUCATION,8.88,0.04,9,661,0
28,male,Bachelor,68134,0,OWN,12000,HOMEIMPROVEMENT,14.72,0.18,7,630,0
27,male,Master,76698,9,RENT,7450,MEDICAL,15.99,0.1,10,677,1
27,male,Associate,60983,2,MORTGAGE,8400,MEDICAL,11.01,0.14,7,459,1
28,female,High School,25291,3,RENT,7500,MEDICAL,9.76,0.3,9,592,1
32,female,Bachelor,68254,9,MORTGAGE,10000,PERSONAL,7.14,0.15,8,569,0
30,male,High School,27453,8,RENT,7500,MEDICAL,10.37,0.27,9,606,1
30,male,High School,68373,7,MORTGAGE,14000,MEDICAL,12.18,0.2,7,672,0
29,male,Associate,31513,5,RENT,7500,EDUCATION,14.59,0.24,5,594,1
27,female,Doctorate,33587,4,RENT,7500,MEDICAL,12.69,0.22,10,659,0
33,female,High School,36726,11,RENT,7500,EDUCATION,11.86,0.2,5,521,1
35,male,High School,68442,11,MORTGAGE,15000,HOMEIMPROVEMENT,11.26,0.22,10,615,0
27,male,Master,40411,6,RENT,7500,MEDICAL,15.65,0.19,7,646,1
29,male,High School,41657,8,RENT,7500,MEDICAL,11.01,0.18,10,639,0
30,female,Associate,68423,11,MORTGAGE,13000,PERSONAL,11.89,0.19,7,660,0
30,female,Bachelor,43036,7,RENT,7500,MEDICAL,8.63,0.17,5,595,0
32,male,Bachelor,68526,9,MORTGAGE,6500,PERSONAL,6.17,0.09,5,681,0
35,female,Doctorate,36677,9,RENT,7500,EDUCATION,11.01,0.2,6,673,1
